歌曲ID,歌单标题,创建者昵称,创建者id,介绍,歌曲数量,播放量,添加到播放列表次数,分享次数,评论数
5453903991,饶舌说唱 | 黑暗里最后的光”♬,江哑,3285353041,介绍：	如果说民谣总是一副温暖和煦的面孔		饶舌则是叛逆乖戾的少年		只有说唱才是真正的西装暴徒		,20,73339,123,5,2
6700242542,[雷击顿唱片行] 让你扭动身体的异域节奏,云音乐官方歌单,1463586082,介绍：	雷击顿（Reggaeton）是一种新的音乐形式，产生于波多黎各，结合了传统Salsa音乐，牙买加的Reggae，以及Hip Hop等多种音乐风格为一体。有节奏的鼓点与畅酣的说唱很容易带动人的积极性，不自觉的想要扭腰摆臀...	,30,1423412,8273,72,25
5219297856,New Wave ｜还是你有眼光,祝君早日上岸,1665223237,介绍：	什么是new wave，怎么定义new wave，看你了！	,39,1023933,1106,163,评论
5443503366,rapper唱情歌┃旋律说唱┃恋爱的甜蜜配方,JossJoy,1605617325,介绍：	·精选甜蜜说唱	·你一定会心动的宝藏歌单	·这里面会有你心动的“情歌王子”吗	·赶紧来体验恋爱的感觉吧	,76,977313,9147,1978,91
6600220568,一份温柔的rap歌单,dazzd,381977701,介绍：	上榜请私信	,15,141223,3256,3562,318
5393490798,FREE BEAT丨超高质量丨免费伴奏丨持更,一个EDA,374150187,介绍：	不局限风格，持续更新，投稿私信	欢迎制作人投稿，必须保证质量		投稿要:求一人一次最多1个伴奏	Respect所有Beat Maker		不在乎数量，严选高质量伴奏	不是所有的freebeat歌单都是冷门高质量	PS:都有耳朵	听...	,398,2285157,6128,931,33
6928828205,尘间纵喧嚣，心中有净土,--一行琉璃,1482956412,介绍：	Hiphop不是性与毒品，是要你面对生活，勇往直前 是你在悬崖边拉住你的那个声音.	,41,6676,146,0,评论
5077459296,Emo 说唱 是一种态度,xfm1998,1785506890,介绍：	愿你们身边都能有个Ta	热爱生活 喜爱说唱	,47,186180,1864,13,评论
5231393315,你就像艺术品.,雨天对你告白,1722335888,介绍：	被人珍惜的时候 我希望你不要装那个大逼.	,99,45362,489,3,1
4934005388,丧rap|伤感说唱,情緒男明星,1487694802,介绍：	你今夜为了什么戴上耳机..	,131,347418,4293,33,12
2887430766,T R A P 丨 P a r k,DJ-Stu,1333495994,介绍：	Trap以迷幻，阴暗，冷酷，诡异的伴奏和骚气放荡的说唱让人难以抗拒，是一种炫酷、街头、随性的嘻哈音乐。	,370,920781,13894,304,93
7026828589,高校◎大学说唱Cypher,o_无人知晓_o,450765621,介绍：	优质高校cypher合集！更新ing…	,340,1120,23,0,评论
6799137017,Perry's淮海三店歌单,HiddenPathcmy,356767108,介绍：	上海市黄浦区雁荡路99号二楼，我们的秘密基地。	,1020,2178,49,3,评论
5297939600,♛【 维吾尔说唱歌手丨Rangsiz 】♡,LiriCam,3305625059,介绍：	姓名：Xapkat-Arkin 艺术名:Rangsiz 出生地：和田地区 新疆Almas组合创始人 纯母语Rapper 独特的风格:R&b/ /UnderGround 代表作：《 Beralisang 》《 Ketting 》《 Boldi Emdi 》《 Yeraktiki San 》	,35,215828,1833,13,8
5475553184,t͟r͟a͟p͟ ,-228,1432902243,介绍：	ペースメーカー1	,1016,24824,273,9,评论
7061095432,免费Trap Beat（高质量/狠/808鼓/陷阱）,Nightdevil-BEAT,331807247,介绍：	高质量免费Trap Beats	,114,8814,202,5,3
5369145150,【精选】Trap 、New school 说唱伴奏 Beat,西蒙的孩子,1464389727,介绍：	精选优质伴奏		各位 Rapper 抓紧收藏		持续更新		欢迎制作人们踊跃投稿	,15,43145,600,231,1
7112499171,Playboi Carti Type Beat | 说唱伴奏 ,Wavy_Zy,334814056,介绍：	playboi carti类型伴奏	,11,150,3,0,评论
6708222553,FIG｜深圳大学We Fckin Good！,DOGGYE-,536199420,介绍：	一个今年一定会让你记住的说唱社团	一个包含你所有欢喜和爱的歌单	Start From SZU	,67,11443,353,12,14
2579371743,中国厉害丨旋律说唱,进阶的耳朵,421430004,介绍：	你想要的你想听的都在这里中国hiphop最强旋律合集每一首都是精选	,524,12013363,129566,2340,530
6600143502,甜系rap|甜到你心里,dazzd,381977701,介绍：	上榜请私信	,16,530698,3328,3591,1009
6773363697,说唱/顶到脑壳飞起的rap,ATIMEOVAYE,394972839,介绍：	为了提升你们的hiphop品味	,88,8780,128,1,6
5207968845,国产神仙说唱歌单,K7ing_,545262981,介绍：	一定要找个喜欢hiphop的男生当男朋友 不然他会说你听的这都是什么鬼	,99,73931,800,7,9
5198528623,说唱新世代||W8VES（未完待续）,臭屁脆脆鲨,550323437,介绍：	选手＋导师曲目合集		听歌指南:	1—16不定期更换的彩蛋	17—79选手比赛曲目+导师表演曲目	80—128导师曲目	129—335选手非比赛曲目		排名不分先后		彩蛋不定期更换，希望好听的歌能被更多的人听见。		比赛...	,348,2277150,30939,258,165
4971677239,Rap丨old school hiphop·rapper精选,CookieBoi_G,1819710613,介绍：	这里混合了各年代的中文说唱音乐。这些嘻哈，属于世界，属于我们。	,62,946939,1497,1517,18
6823062364,说唱 | 忘掉不开心，做愉快的梦,少女的喜欢_,3277385997,介绍：	大概是晚上你们有些小小的不愉快	第二天早上醒来	就看到了她发来的消息	治愈了所有不开心	,51,654921,722,3,评论
5026569198,说唱Rap | 那些你很冒险的梦,KIND_CL,354868458,介绍：	如果你给我的，和你给别人的是一样的，那我就不要了。	,66,897576,5380,3,2
5453524660,青春狂想曲｜要在快乐的年纪活的精彩且迷人,陈笑一Joylyn,392535778,介绍：	日子总是有意思的	了无生趣的	是打不起精神的你	,349,263040,3252,63,44
3148848124,脸 红 心 跳|性感说唱让我动了心,IKAYKAI,1326649492,介绍：	迷人的嗓音在耳边环绕着	我深陷其中 无法逃掉了	,39,861145,44796,2317,13
5092003321,免费伴奏Free Beat合集 顶级货 用起,丶FireX,279817241,介绍：	精心挑选的免费伴奏	使用规则	1 评论加关注	2 歌曲名称➕(Prod By 制作人名)	3 歌词编曲标注制作人名	觉得不错的宝贝们点个收藏	爱你们，么么哒	,189,1046731,4539,224,11
3018442238,旋律说唱英文2021Melodic Rap,D26只做第一,1413965084,介绍：	最新旋律说唱每周更新12月28更4首	,216,179704,2359,70,20
5016922151,优质顶尖RapBeats/说唱伴奏/ATTBEAT,ATTStudio-星,1884068613,介绍：	ATTBEAT的所有BEAT，任君挑选。	,149,9919,565,11,评论
5392873409,制作人合辑 | Mike Dean,云音乐说唱专区,3856379473,介绍：	Michael George Dean，是美国嘻哈唱片制作人，音响工程师，词曲作者。他起初开始与众多德克萨斯艺术家合作，在1990年代率先开发了Dirty South而广为人知，其中这一时期最为重要的合作包括与艺术家Scarface，...	,108,9200,231,2,5
6857401028,说唱听我的2021合集-【持续更新】,Sherylrain,116752672,介绍：	PISSY小李、邓典果、早安、Oliver Jiang、Lambert、Wiz-H、FEEELeven、AJ赖煜哲、ReddB、太帅了花、巴顿、K.ila	,61,40268,197,1,3
5230580605,甜度超标｜表达爱意，用rap的方式,脱离地表,59402966,介绍：	“和你一起环游世界拍照，就是一口气做了三件最爱的事情”	只想与你分享甜蜜	,54,1067834,4823,13,13
6607887580,提 高 审 美 的 华语说唱金曲~,Judith_ANGEL,485795511,介绍：	你必须要认识的华语说唱歌手都在这里面了，慢慢享用。	,157,3805051,26230,11216,51
2818356120,Ice Paper冰老师无限循环,E4zc,340162886,介绍：	容身之地up	,71,647390,10650,125,133
5310305988,抒情的说唱伴奏 （Rap beat）,柠檬味的TEA_,2098334511,介绍：	秋月春风再美，都不如你让我沉醉	,132,1027910,7343,1887,10
6863891148,失恋博物馆｜雨天和失恋总会契合,dpfh5q1x,5086975509,介绍：	其实根本就没有什么“假如”，每个人的人生都不可从新设计。	,71,427079,1595,12,9
5310904465,Rap BEAT/写歌必备/说唱伴奏,剧终人散以后,2136251484,介绍：	嘿！今夜星光月夜皆归你，我也归你	,67,117976,4003,6,1
5395488578,[一周欧美说唱] 别人放假Nas加班，圣诞献礼新专辑歌迷大福利,云音乐官方歌单,1463586082,介绍：	编辑精选欧美说唱新歌	每周五更新 收藏订阅 一起SWAG！		,50,4717074,30004,152,91
5267421560,精选国语说唱 | 伤感旋律rap,一片孤叶行舟,1920909079,介绍：	如果你能开心的话 忘了我也没关系		祝你快乐————————————	,47,335221,3016,1228,评论
6756277681,2021武汉MDSK音乐节,哎呦专用小马甲,410642768,介绍：	再也见不到了吗？	,118,6496,92,10,11
2046488979,「中文说唱」我走路带风可以这么形容.,LuCio路西奥,411608438,介绍：	或许你也喜欢中文说唱.	,352,876618,11090,65,39
6986253632,我家猫听了都点头,纪米修,1439573551,介绍：	封面 自家猫 本人亲自拍的，品味相同的帅哥美女才能玩到一起	,33,2157,63,1,2
6641728258,新浪漫主义|让女生一秒心动的说唱甜诗 持更,韩卓轩i,1916643530,介绍：	“你的身边没有骑士，你就永远是我的公主”		“你的手里没有玫瑰，你就永远是我的王子”		“你不认为我们两个志趣相投的人各自游荡是一种浪费吗？		“独自一人才算游荡，两个人总会有个目标，比如，爱你。...	,139,123844,1420,81,51
6862602894,[中文旋律说唱] 旋律与节奏撞出轻松惬意的时光,云音乐官方歌单,1463586082,介绍：	试穿合身的衣服时	被夸拼好的积木时	沉浸自己的世界时	买到刚出炉的点心时	赶上刚进站的地铁时	遇见聊得来的朋友时	看见遍布天空的夕阳时	窝进干净温暖的房间时	感受没有噩梦的夜晚时	你都可以点开这个歌单...	,30,2420066,18242,131,36
2850487441,神仙rapper们唱的神仙rap~,Kotaku_,1526403694,介绍：	神仙说唱	宝藏rap	主打情歌	全部都很耐听！	最好晚上别听哦	会上头哈哈	有好听的rap想投稿的bb私信我哦	目前只接受很甜的情歌投稿！！！	也暂不接受毛遂自荐 因为已经接纳好多啦	不好意思咯	最后！麻烦跟我...	,527,854098,11292,90,38
2661706486,【精选百首】$Trap·808·$,Trap_808,134931383,介绍：	只求质量，不求数量，欢迎收藏。	这个也是我自己平时听的歌单，歌曲排序是按照我自己的喜好程度排的。	会随时更新 、替换歌曲。	Trap听的就是beat和flow，建议用低音效果强的耳机或音响来听，要不然没感觉...	,100,206256,3034,28,15
5187026376,♛【 维吾尔说唱精选丨Uyghur & Rap 】♡,LiriCam,3305625059,介绍：	新疆人坐拥能歌善舞的天赋，不少当地Rapper认为维吾尔语比普通话更适合说唱。“维吾尔语是一种语音，就像英语一样，因此很容易制作涂料押韵。”版权归作者所有，任何形式转载请联系作者。说唱对于新疆的维...	,114,874270,7516,84,15
2812685091,超甜Rap｜♥︎ 给 喜 欢 的 人 听 ♥︎｜,oreo灵,412695330,介绍：	要找到喜欢的那个他 和喜欢的人一起听甜甜的说唱	,191,7709412,97182,1211,381
7119489333,2021说唱专区编辑评选欧美说唱百大优秀专辑,云音乐说唱专区,3856379473,介绍：	详细名单见：https://music.163.com/#/topic?id=53227789	,100,3522,40,0,1
4964806727,「新生代」蒙古说唱,BaynErhet,378028169,介绍：	封面是；蒙古国 Uka 和 Don Dior 		蒙古说唱 新秀	Don Dior，Vandebo，Thunder Z，Ginjin，Maaraa，Roockie.，Fla，AM-C，Mrs M，Loce，168，Wolfizm，Wondha Mountain	,289,76266,1372,18,3
6600139702,甜系rap|走心说唱,dazzd,381977701,介绍：	上榜请私信	,17,215345,3336,3583,311
6829307266,华语说唱最前线，刺激你的肾上腺,这条平凡的狗_QwQ,109390499,介绍：	随着《中国有嘻哈》的大热…		越来越多的地下说唱歌手进入到人们的视线…		因为嘻哈文化深受年轻人喜爱…		所以在中华大地迅速掀起一阵嘻哈狂潮…		其中不断涌出很多优秀的作品…		让我们来一起感受华语说...	,108,581387,4529,44,29
5307311750,说唱伴奏|RAP BEAT,GOATTA,449480790,介绍：	真正好beat / 国内最有真材实料的beatmakers都在这	,371,509350,11520,3581,4
6661679721,L O V E超用力 |最浪漫的是rapper说情话,全世界最好的我都想要给你,1433039775,介绍：	事实证明 每天坚持听100遍甜言蜜语 有助于身体健康呀	今天也要拒绝画饼 做个大情种哦		宝宝想我了没 	好听的歌会实时更新～	,218,8688,96,6,评论
6938713267,嘻哈女rapper！细数国内实力女rapper,一只眼睛的鹿_,1447630647,介绍：	好想和女rapper谈恋爱，声音好有feel～爱了爱了。Nineone YYDS	,53,230078,3564,8,10
6923411331,励志Rap | 所有你想要的，都在向你走来,少女的喜欢_,3277385997,介绍：	为了理想，就是不断的战斗	所有你想要的才能向你走来	,43,178834,721,0,1
5167817967,西gfunk 西海岸 你要的狠货,sagbel,421826341,介绍：	西海岸g funk 纯人工精选 纯正精确 无一首漏网之鱼 最深的gfunk 歌单 喜欢gfunk的圣地 定期更新	,400,40524,801,8,4
6629672124,字母钢 777777 [钢门说唱],Loneliness圣君,3860449292,介绍：	钢 门 说 唱		对抗！	对抗！	对抗了对抗了！	对抗！	后撤步！	777777	来上人上人上人！	(欢迎大家私信我补充歌单)	,28,36404,260,7,10
4865889792,Jazz Rap丨嘻哈街头与雅痞绅士,丨IIIIIIIIII丨,485543957,介绍：	不一样的爵士不一样的嘻哈。		细腻柔和的曲风，优美的辞藻搭配优雅的爵士伴奏，节奏感韵律十足，你会在舒适轻松的氛围中得到治愈。		Jazz Rap的节奏与hip-hop完全一样，其素材和音乐结构取自于cool jazz（...	,135,80445,1908,25,14
6683908169,RapBeat「高质量精选/说唱伴奏」GOATCREW,GOATCREW,3256362431,介绍：	国内高质量说唱伴奏 /收藏歌单 freestyle /battle 必备神器哦！！	,187,154583,3415,1742,评论
6822073485,中国老总已消失,叔原i,1364687386,介绍：	老总没了	,13,287488,434,2,209
5359300532,每一首说唱都有一段故事,苏小安,48113,介绍：	严导说，说唱本质是为了发声。不管这个发声是为了你，为了他，还是为了自己，重要的是他来讲，我来听。	集中了一些今年比较爱的专辑和单曲，有的在讲述爱，有的在讲述悲伤，有的在讲述时事，有的在讲述历史...	,248,210036,1313,20,6
5059137148,Free Beat | 优质免费说唱伴奏 | Rap Beat,--WINGYEE--,327703458,介绍：	免费且优质。	尊重版权，使用歌单内伴奏时记得以下规矩：	1.关注制作人；	2.评论；	3.出歌的歌名后缀(prod. by *制作人id*)；	4.不要手多上传了伴奏本身；	5.不要遮罩或者截掉制作人水印；	6.除非找制作人...	,408,818112,21025,5298,22
2438241393,【Hiphop R&B 小众】旋律&嘻哈,NaughtyB_smack,530178345,介绍：	没排序直接听	（建议随机播放）	,986,427970,4767,78,33
5229998848,20200524,-兮兮睡不醒-,300053665,介绍：	。	,693,67207,2126,2,2
6949598731,说唱♡emo的回收站,歌带,135822511,介绍：	【第38-39集 说唱】	向着月亮出发，即使不能到达，也能站着群星之中	,43,7021,137,0,评论
6606203549,RapBeat╳OldSchool,putridus,368100309,介绍：	说唱O.S.beats	Boombap	Funk..	,48,6046,400,0,评论
5278867670,情歌 ﹅BEAT﹅| 说唱伴奏,妮妮是个小孩子,2142297440,介绍：	十六岁的朋友到六十一岁也要一起玩	,87,819989,6193,3859,16
5339763387,希望你能做个好梦我也早点睡,九分钟的路,248197664,介绍：	慢更	,332,178175,2838,326,20
3131480188,『全收录』ヒプノシスマイク-D.R.B-催眠麦克风,凛月輝_Rirura,1725694469,介绍：	《催眠麦克风》系列，日文原名《ヒプノシスマイク–Division Rap Battle-》，是由KING RECORDS、OTOMATE、EVIL LINE RECORDS、IDEA FACTORY共同合作在2017年9月推出的声优RAP企划。		在架空的世界背景下，...	,144,2220061,48245,516,145
